timestamp,open,high,low,close,volume
2020-02-01 03:00:00,9441.42,9457.14,9425.26,9429.88,302.854791
2020-02-01 03:15:00,9431.42,9434.48,9410.73,9434.17,236.31348
2020-02-01 03:30:00,9434.17,9437.71,9390.01,9423.18,328.728391
2020-02-01 03:45:00,9423.01,9433.31,9405.01,9432.33,236.578962
2020-02-01 04:00:00,9431.75,9449.94,9419.04,9419.07,315.15422
2020-02-01 04:15:00,9419.07,9440.25,9416.52,9435.13,229.885312
2020-02-01 04:30:00,9436.26,9445.0,9430.0,9434.41,164.761613
2020-02-01 04:45:00,9434.26,9435.0,9400.0,9401.42,200.720229
2020-02-01 05:00:00,9402.2,9414.37,9392.18,9402.79,329.884631
2020-02-01 05:15:00,9403.34,9412.41,9390.0,9408.56,217.336767
2020-02-01 05:30:00,9408.55,9412.4,9400.0,9404.31,146.969217
2020-02-01 05:45:00,9404.31,9408.32,9377.77,9381.12,230.369313
2020-02-01 06:00:00,9381.13,9397.0,9378.85,9382.58,170.942489
2020-02-01 06:15:00,9382.49,9404.22,9380.29,9403.05,200.840165
2020-02-01 06:30:00,9403.06,9409.64,9394.4,9405.08,224.007091
2020-02-01 06:45:00,9404.18,9407.0,9392.0,9398.01,210.914873
2020-02-01 07:00:00,9397.54,9443.34,9396.96,9438.2,414.13382
2020-02-01 07:15:00,9438.16,9443.89,9424.36,9431.3,323.909001
2020-02-01 07:30:00,9431.94,9454.77,9428.18,9433.12,445.505005
2020-02-01 07:45:00,9432.32,9438.68,9413.16,9423.01,305.016951
2020-02-01 08:00:00,9423.02,9425.76,9401.63,9414.23,297.945175
2020-02-01 08:15:00,9414.27,9419.03,9391.89,9397.89,339.528299
2020-02-01 08:30:00,9397.77,9402.0,9380.0,9384.14,457.070668
2020-02-01 08:45:00,9384.14,9399.36,9380.17,9384.62,187.116571
2020-02-01 09:00:00,9385.1,9398.71,9360.0,9364.6,489.678229
2020-02-01 09:15:00,9363.49,9384.16,9355.0,9382.47,452.58215
2020-02-01 09:30:00,9383.9,9388.89,9368.17,9382.52,276.538998
2020-02-01 09:45:00,9382.52,9394.75,9381.17,9387.87,256.542057
2020-02-01 10:00:00,9387.44,9407.0,9387.44,9394.68,314.930967
2020-02-01 10:15:00,9394.68,9394.72,9367.64,9375.75,262.113339
2020-02-01 10:30:00,9376.45,9379.89,9358.0,9370.61,274.305759
2020-02-01 10:45:00,9370.6,9389.71,9370.0,9379.55,226.807389
2020-02-01 11:00:00,9379.55,9385.82,9351.0,9351.82,339.141642
2020-02-01 11:15:00,9352.52,9363.61,9330.0,9330.09,388.085996
2020-02-01 11:30:00,9330.16,9354.86,9326.85,9342.47,409.886613
2020-02-01 11:45:00,9342.47,9355.79,9321.41,9354.66,330.886881
2020-02-01 12:00:00,9354.65,9367.64,9335.18,9345.98,234.700213
2020-02-01 12:15:00,9345.6,9351.82,9333.56,9335.64,213.081462
2020-02-01 12:30:00,9336.17,9338.37,9309.93,9332.91,487.504319
2020-02-01 12:45:00,9332.74,9332.74,9281.0,9312.06,649.829229
2020-02-01 13:00:00,9311.64,9357.85,9303.72,9341.45,531.612274
2020-02-01 13:15:00,9341.31,9372.0,9340.0,9354.73,425.996855
2020-02-01 13:30:00,9354.73,9359.92,9342.96,9348.16,249.587973
2020-02-01 13:45:00,9347.07,9368.0,9342.57,9345.35,336.329684
2020-02-01 14:00:00,9345.19,9345.19,9308.21,9312.35,450.156002
2020-02-01 14:15:00,9312.42,9339.98,9305.0,9320.0,316.199191
2020-02-01 14:30:00,9320.7,9329.26,9311.48,9326.27,324.758206
2020-02-01 14:45:00,9325.46,9359.4,9325.06,9350.08,403.980018
2020-02-01 15:00:00,9350.0,9365.0,9333.75,9364.02,266.679068
2020-02-01 15:15:00,9364.02,9375.0,9353.32,9353.85,337.183856
2020-02-01 15:30:00,9353.85,9374.3,9352.0,9356.22,262.973369
2020-02-01 15:45:00,9355.61,9360.22,9330.27,9333.91,434.510821
2020-02-01 16:00:00,9333.73,9356.77,9327.0,9341.05,256.37451
2020-02-01 16:15:00,9340.9,9365.61,9335.0,9359.0,251.647547
2020-02-01 16:30:00,9358.07,9399.83,9356.17,9380.0,686.330888
2020-02-01 16:45:00,9380.01,9407.52,9380.0,9405.8,443.055725
2020-02-01 17:00:00,9405.86,9408.0,9381.33,9401.01,303.659306
2020-02-01 17:15:00,9401.72,9420.98,9385.19,9419.0,778.783
2020-02-01 17:30:00,9418.99,9420.0,9385.16,9389.93,377.304879
2020-02-01 17:45:00,9390.84,9399.16,9380.94,9381.48,215.892883
2020-02-01 18:00:00,9381.51,9403.0,9380.93,9396.65,251.818299
2020-02-01 18:15:00,9396.65,9400.0,9383.45,9396.91,270.606354
2020-02-01 18:30:00,9396.13,9397.17,9361.84,9367.49,209.658194
2020-02-01 18:45:00,9367.5,9393.14,9356.01,9390.3,391.912554
2020-02-01 19:00:00,9390.55,9392.25,9380.36,9388.17,142.844744
2020-02-01 19:15:00,9388.39,9389.16,9353.43,9366.88,249.814393
2020-02-01 19:30:00,9366.87,9375.0,9365.37,9372.0,124.4449
2020-02-01 19:45:00,9371.97,9375.0,9351.43,9367.09,242.962448
2020-02-01 20:00:00,9367.76,9370.0,9353.01,9368.0,175.344274
2020-02-01 20:15:00,9368.0,9387.6,9366.82,9381.25,285.78938
2020-02-01 20:30:00,9381.25,9392.05,9375.0,9376.77,205.41532
2020-02-01 20:45:00,9377.06,9383.45,9372.7,9381.43,268.373506
2020-02-01 21:00:00,9381.43,9381.8,9370.11,9380.25,134.618821
2020-02-01 21:15:00,9380.28,9381.0,9368.05,9370.38,166.340531
2020-02-01 21:30:00,9370.34,9378.38,9364.06,9365.5,137.217445
2020-02-01 21:45:00,9365.79,9380.66,9364.06,9379.99,130.108039
2020-02-01 22:00:00,9379.4,9400.89,9378.49,9399.72,319.777577
2020-02-01 22:15:00,9399.74,9407.8,9387.0,9387.0,184.42221
2020-02-01 22:30:00,9387.0,9387.13,9350.0,9369.02,230.012659
2020-02-01 22:45:00,9369.33,9384.2,9367.0,9377.87,198.817229
2020-02-01 23:00:00,9379.57,9409.99,9376.69,9402.15,362.281176
2020-02-01 23:15:00,9401.9,9404.25,9381.71,9389.17,189.332167
2020-02-01 23:30:00,9389.16,9409.99,9378.01,9385.36,266.683206
2020-02-01 23:45:00,9385.37,9399.01,9383.5,9384.61,142.836842
2020-02-02 00:00:00,9384.41,9387.03,9358.5,9363.23,281.026617
2020-02-02 00:15:00,9363.49,9377.53,9353.01,9355.07,205.486709
2020-02-02 00:30:00,9355.0,9362.0,9327.0,9358.47,346.833166
2020-02-02 00:45:00,9358.45,9359.77,9320.0,9328.49,450.301315
2020-02-02 01:00:00,9328.5,9339.99,9318.0,9321.39,462.413442
2020-02-02 01:15:00,9321.39,9347.81,9307.83,9340.0,460.60858
2020-02-02 01:30:00,9340.0,9344.63,9325.0,9331.45,224.922838
2020-02-02 01:45:00,9331.46,9347.81,9328.0,9336.43,183.288723
2020-02-02 02:00:00,9334.81,9336.43,9256.14,9267.83,1083.650128
2020-02-02 02:15:00,9267.81,9288.47,9255.09,9274.21,457.457015
2020-02-02 02:30:00,9274.2,9289.88,9245.75,9285.5,674.578587
2020-02-02 02:45:00,9285.0,9295.46,9247.7,9267.83,463.244551
2020-02-02 03:00:00,9267.91,9284.66,9260.01,9280.74,356.673234
2020-02-02 03:15:00,9280.7,9295.06,9279.69,9281.56,366.119622
2020-02-02 03:30:00,9281.52,9281.52,9251.18,9254.02,433.11681
2020-02-02 03:45:00,9253.44,9269.99,9252.42,9266.83,253.563028
2020-02-02 04:00:00,9266.79,9267.59,9120.0,9222.29,3102.297811
2020-02-02 04:15:00,9222.32,9264.97,9219.67,9259.56,774.895195
2020-02-02 04:30:00,9259.62,9332.72,9257.71,9307.46,1069.360335
2020-02-02 04:45:00,9307.47,9332.47,9295.4,9322.33,824.421188
2020-02-02 05:00:00,9322.89,9346.08,9300.0,9302.4,558.190142
2020-02-02 05:15:00,9300.6,9333.48,9300.45,9303.18,566.776117
2020-02-02 05:30:00,9303.11,9319.48,9300.0,9306.91,434.405425
2020-02-02 05:45:00,9308.48,9325.0,9302.33,9311.43,208.971488
2020-02-02 06:00:00,9310.72,9313.75,9289.67,9292.29,344.225346
2020-02-02 06:15:00,9292.31,9335.3,9289.08,9327.12,524.043565
2020-02-02 06:30:00,9327.12,9370.0,9327.12,9369.66,737.438397
2020-02-02 06:45:00,9369.65,9382.0,9350.0,9361.09,657.706181
2020-02-02 07:00:00,9361.4,9378.6,9351.33,9351.78,392.39389
2020-02-02 07:15:00,9351.93,9374.39,9350.01,9363.88,279.40366
2020-02-02 07:30:00,9365.11,9385.0,9351.0,9376.0,453.807475
2020-02-02 07:45:00,9376.52,9379.58,9359.47,9370.53,263.028444
2020-02-02 08:00:00,9370.53,9400.0,9353.43,9360.52,517.183807
2020-02-02 08:15:00,9360.52,9367.0,9346.0,9351.08,275.259156
2020-02-02 08:30:00,9352.4,9377.98,9350.5,9371.4,227.70026
2020-02-02 08:45:00,9371.01,9388.2,9355.17,9368.06,356.975614
2020-02-02 09:00:00,9367.16,9385.0,9352.5,9359.78,255.246074
2020-02-02 09:15:00,9359.79,9378.82,9352.5,9360.19,217.745308
2020-02-02 09:30:00,9360.24,9376.02,9356.69,9376.02,231.215429
2020-02-02 09:45:00,9375.0,9382.0,9360.03,9380.6,317.359727
2020-02-02 10:00:00,9380.65,9430.0,9380.55,9427.45,1687.521388
2020-02-02 10:15:00,9427.45,9430.0,9400.0,9411.0,534.128081
2020-02-02 10:30:00,9411.0,9450.0,9410.71,9441.78,1125.638908
2020-02-02 10:45:00,9441.76,9446.22,9415.08,9423.35,645.485257
2020-02-02 11:00:00,9423.44,9434.3,9410.0,9410.0,315.49308
2020-02-02 11:15:00,9410.0,9434.26,9410.0,9419.6,348.434885
2020-02-02 11:30:00,9419.6,9443.08,9419.6,9432.66,355.615451
2020-02-02 11:45:00,9432.68,9437.01,9423.78,9435.54,294.769318
2020-02-02 12:00:00,9435.79,9450.0,9435.28,9438.59,567.631488
2020-02-02 12:15:00,9439.62,9477.03,9435.9,9438.06,1093.679972
2020-02-02 12:30:00,9438.07,9445.0,9405.26,9415.43,818.110546
2020-02-02 12:45:00,9415.43,9430.0,9402.04,9421.8,380.47498
2020-02-02 13:00:00,9423.11,9423.45,9396.83,9417.6,697.526226
2020-02-02 13:15:00,9417.57,9427.53,9414.5,9415.99,402.487945
2020-02-02 13:30:00,9415.82,9430.56,9415.2,9420.0,200.327898
2020-02-02 13:45:00,9420.01,9422.57,9410.0,9421.99,206.46363
2020-02-02 14:00:00,9421.84,9421.84,9375.01,9387.31,500.707078
2020-02-02 14:15:00,9387.21,9409.0,9363.89,9404.35,626.121012
2020-02-02 14:30:00,9405.03,9458.8,9401.92,9440.88,662.216702
2020-02-02 14:45:00,9439.37,9453.05,9427.21,9446.86,636.546384
2020-02-02 15:00:00,9446.86,9463.02,9434.25,9451.61,591.099523
2020-02-02 15:15:00,9451.45,9463.0,9433.68,9448.0,416.383674
2020-02-02 15:30:00,9447.99,9458.63,9435.97,9450.85,211.462296
2020-02-02 15:45:00,9450.84,9464.52,9446.43,9446.77,431.575929
2020-02-02 16:00:00,9446.8,9458.19,9425.0,9442.62,359.219313
2020-02-02 16:15:00,9442.61,9449.91,9417.96,9428.97,409.490764
2020-02-02 16:30:00,9429.13,9450.0,9428.78,9448.0,254.263623
2020-02-02 16:45:00,9447.75,9448.0,9424.67,9427.75,304.319945
2020-02-02 17:00:00,9427.75,9440.0,9395.46,9409.29,695.779619
2020-02-02 17:15:00,9409.48,9436.45,9405.39,9434.99,279.362377
2020-02-02 17:30:00,9434.99,9446.9,9431.53,9446.88,441.415434
2020-02-02 17:45:00,9446.88,9449.5,9430.72,9430.73,456.91629
2020-02-02 18:00:00,9430.73,9448.33,9428.02,9438.5,209.851032
2020-02-02 18:15:00,9438.66,9447.72,9437.52,9442.45,172.013132
2020-02-02 18:30:00,9442.35,9455.0,9441.15,9441.71,281.148397
2020-02-02 18:45:00,9441.71,9450.56,9438.0,9442.75,183.325152
2020-02-02 19:00:00,9442.01,9445.99,9430.18,9443.0,392.552679
2020-02-02 19:15:00,9443.35,9460.0,9441.71,9449.59,347.501589
2020-02-02 19:30:00,9449.59,9459.84,9445.0,9459.03,202.804538
2020-02-02 19:45:00,9458.08,9460.0,9435.0,9438.08,414.779756
2020-02-02 20:00:00,9437.9,9447.84,9430.0,9438.0,224.650516
2020-02-02 20:15:00,9438.01,9450.0,9438.0,9449.98,469.33988
2020-02-02 20:30:00,9449.98,9454.87,9422.78,9429.0,331.158288
2020-02-02 20:45:00,9429.0,9444.0,9419.38,9437.55,238.045832
2020-02-02 21:00:00,9437.97,9445.0,9425.02,9430.13,140.72464
2020-02-02 21:15:00,9430.12,9438.66,9425.0,9431.07,173.767178
2020-02-02 21:30:00,9430.62,9439.72,9427.0,9438.04,150.567215
2020-02-02 21:45:00,9438.04,9447.24,9436.35,9441.5,209.602725
2020-02-02 22:00:00,9440.62,9442.87,9401.01,9418.22,417.667053
2020-02-02 22:15:00,9418.22,9437.42,9402.22,9410.36,274.471584
2020-02-02 22:30:00,9409.46,9410.25,9374.53,9379.0,618.7011
2020-02-02 22:45:00,9379.0,9406.43,9375.56,9380.0,268.711904
2020-02-02 23:00:00,9380.01,9417.39,9365.0,9400.18,396.161541
2020-02-02 23:15:00,9400.52,9405.0,9327.5,9355.1,1197.111752
2020-02-02 23:30:00,9356.1,9359.97,9326.97,9353.86,561.993855
2020-02-02 23:45:00,9353.39,9364.58,9322.0,9331.51,570.257787
2020-02-03 00:00:00,9331.59,9362.92,9288.0,9356.0,1491.8334
2020-02-03 00:15:00,9356.01,9375.88,9341.08,9352.66,617.800203
2020-02-03 00:30:00,9352.66,9409.99,9352.66,9394.52,709.007845
2020-02-03 00:45:00,9394.28,9420.26,9389.06,9411.09,595.168323
2020-02-03 01:00:00,9411.09,9414.97,9396.37,9400.52,302.343594
2020-02-03 01:15:00,9400.52,9454.97,9398.3,9446.51,851.821002
2020-02-03 01:30:00,9446.56,9618.79,9446.56,9561.25,3735.300127
2020-02-03 01:45:00,9561.29,9572.16,9500.0,9510.76,1090.450335
2020-02-03 02:00:00,9510.76,9517.43,9320.0,9398.12,3561.068114
2020-02-03 02:15:00,9399.11,9440.0,9392.42,9413.78,647.601205
2020-02-03 02:30:00,9413.68,9439.93,9395.48,9410.03,514.52509
2020-02-03 02:45:00,9410.02,9417.79,9368.45,9376.3,468.820889
2020-02-03 03:00:00,9377.57,9397.14,9350.25,9385.29,576.932407
2020-02-03 03:15:00,9385.16,9391.04,9356.02,9365.78,436.001757
2020-02-03 03:30:00,9365.29,9385.78,9333.83,9384.4,617.057743
2020-02-03 03:45:00,9385.45,9391.69,9375.76,9385.59,314.240583
2020-02-03 04:00:00,9386.24,9405.52,9381.97,9382.44,314.713237
2020-02-03 04:15:00,9383.87,9395.0,9371.76,9375.98,236.435244
2020-02-03 04:30:00,9375.96,9405.88,9368.43,9389.25,228.800896
2020-02-03 04:45:00,9389.25,9400.0,9382.69,9392.91,182.140777
2020-02-03 05:00:00,9392.91,9424.7,9387.61,9415.76,303.298398
2020-02-03 05:15:00,9415.26,9426.6,9401.77,9419.72,212.53795
2020-02-03 05:30:00,9419.71,9423.0,9407.42,9418.97,194.842946
2020-02-03 05:45:00,9418.54,9419.6,9400.0,9401.8,243.572632
2020-02-03 06:00:00,9401.98,9410.9,9385.0,9398.14,264.728279
2020-02-03 06:15:00,9398.14,9404.0,9393.28,9398.05,194.405486
2020-02-03 06:30:00,9396.32,9408.0,9394.16,9406.75,175.430097
2020-02-03 06:45:00,9407.99,9418.0,9395.0,9395.34,364.015497
2020-02-03 07:00:00,9396.53,9396.67,9375.0,9386.86,348.175784
2020-02-03 07:15:00,9387.08,9393.0,9356.0,9365.97,424.326407
2020-02-03 07:30:00,9366.48,9383.21,9346.09,9368.4,442.267825
2020-02-03 07:45:00,9368.74,9383.0,9358.0,9368.16,326.731447
2020-02-03 08:00:00,9368.16,9377.0,9351.38,9375.35,410.911278
2020-02-03 08:15:00,9375.36,9394.97,9375.31,9386.99,360.174276
2020-02-03 08:30:00,9386.99,9399.42,9382.61,9392.74,244.597558
2020-02-03 08:45:00,9392.51,9393.94,9360.0,9371.22,342.977172
2020-02-03 09:00:00,9371.87,9374.05,9352.32,9361.07,389.262553
2020-02-03 09:15:00,9361.12,9369.92,9351.2,9367.95,410.62242
2020-02-03 09:30:00,9366.8,9374.49,9358.0,9366.0,455.003183
2020-02-03 09:45:00,9366.0,9367.81,9336.07,9344.16,507.72514
2020-02-03 10:00:00,9344.17,9345.15,9321.07,9337.66,680.882909
2020-02-03 10:15:00,9337.12,9338.02,9314.0,9323.81,867.001611
2020-02-03 10:30:00,9325.21,9348.34,9320.12,9337.76,361.903846
2020-02-03 10:45:00,9336.27,9337.43,9308.19,9312.93,386.347537
2020-02-03 11:00:00,9313.59,9353.25,9303.2,9352.88,628.922277
2020-02-03 11:15:00,9352.73,9354.94,9335.0,9350.03,351.76961
2020-02-03 11:30:00,9350.05,9398.99,9347.79,9366.03,732.526513
2020-02-03 11:45:00,9366.04,9382.0,9340.0,9351.48,523.955219
2020-02-03 12:00:00,9352.0,9362.19,9335.11,9345.18,324.423912
2020-02-03 12:15:00,9346.08,9369.23,9340.0,9359.51,306.357359
2020-02-03 12:30:00,9359.34,9373.97,9355.44,9361.82,301.591801
2020-02-03 12:45:00,9363.33,9373.76,9344.02,9347.12,347.288747
2020-02-03 13:00:00,9347.12,9350.53,9326.56,9329.81,362.379051
2020-02-03 13:15:00,9329.81,9343.17,9328.1,9334.0,327.888211
2020-02-03 13:30:00,9333.89,9335.05,9307.0,9314.28,818.774828
2020-02-03 13:45:00,9314.28,9343.5,9308.0,9331.05,599.109617
2020-02-03 14:00:00,9331.5,9333.0,9302.01,9307.8,520.682888
2020-02-03 14:15:00,9308.09,9349.0,9307.35,9348.33,554.524562
2020-02-03 14:30:00,9348.47,9357.16,9341.58,9349.87,592.071133
2020-02-03 14:45:00,9350.37,9365.79,9348.3,9353.61,799.440013
2020-02-03 15:00:00,9355.13,9355.13,9336.66,9345.99,420.215413
2020-02-03 15:15:00,9346.09,9346.09,9300.0,9307.59,1022.456283
2020-02-03 15:30:00,9308.0,9331.63,9290.25,9309.16,1313.762879
2020-02-03 15:45:00,9308.39,9313.2,9265.0,9270.0,1856.131898
2020-02-03 16:00:00,9270.0,9318.56,9255.0,9302.77,1509.441252
2020-02-03 16:15:00,9302.81,9331.5,9296.23,9299.99,790.076892
2020-02-03 16:30:00,9299.99,9310.64,9266.47,9276.61,722.349975
2020-02-03 16:45:00,9276.94,9285.0,9256.64,9263.67,612.627987
2020-02-03 17:00:00,9263.14,9300.0,9234.0,9279.25,1240.032193
2020-02-03 17:15:00,9279.26,9287.19,9268.11,9282.75,251.120481
2020-02-03 17:30:00,9282.76,9298.98,9280.56,9289.0,383.330761
2020-02-03 17:45:00,9289.0,9304.02,9288.26,9293.37,238.537952
